id,oldId,title,prompt,text,isHidden,isPg,isFeatured,temperature,topP,createdAt,updatedAt
5286,,Elvis Presley Pana Illinois Choir Sandwich,Elvis Presley Pana Illinois Choir sandwich,"When [adjective] Elvis Presley visited Pana, Illinois, he was surprised to find a [adjective] choir performing his favorite song, 'Love Me Tender'. After the concert, Elvis decided to treat himself to a [adjective] sandwich at the local deli. As he took a bite of the sandwich, he couldn't help but [verb] at the delicious combination of flavors.",false,true,false,0.70,1.00,2025-02-28 12:53:03.051065+00,2025-02-28 12:53:03.051065+00
5287,,Poem About Growth,Poem about growth,"The [adjective] flowers bloomed in the [place] as the [noun] danced in the warm sunlight. It was a beautiful sight to see the [adjective] petals reaching towards the sky. The [noun] had grown so much since its [adjective] sprouting, and it was a reminder of the beauty of [noun_plural]. As the [noun] continued to grow, it brought joy to all who witnessed its [adjective] transformation.",false,true,false,0.70,1.00,2025-02-28 13:05:09.615223+00,2025-02-28 13:05:09.615223+00
5288,,The Tragic Tale of [adjective] [noun] Who Started Using Tobacco,The tragic story of the boy who started using tobacco,"Once upon a time, in a [adjective] little town, there lived a [noun]. This [noun] was a curious and adventurous [adjective] boy who loved to explore the world around him. One day, he stumbled upon a group of older kids smoking [noun] behind the school. Intrigued by their rebellious behavior, he decided to join them and take his first puff of [noun]. Little did he know, that one puff would lead to a lifetime of addiction and health problems. His family and friends watched in [adjective] as his once bright future was dimmed by the dangers of tobacco.",false,true,false,0.70,1.00,2025-02-28 13:16:15.342475+00,2025-02-28 13:16:15.342475+00
5289,,Lost in the Desert,Lost in the desert,"I was [verb] through the scorching hot desert when I came across a[n] [adjective] [noun]. I couldn't believe my [body_part]! I quickly [verb] towards the [noun] and found a[n] [adjective] [noun] inside. I decided to [verb] it and found a[n] [adjective] [noun] that I used to [verb] myself from the sun. Finally, I [verb] my way back to civilization.",false,true,false,0.70,1.00,2025-02-28 13:18:06.797659+00,2025-02-28 13:18:06.797659+00
5290,,The Tragic Tale of [a_person]'s Tobacco Use,The tragic story of the boy who started using tobacco,"Once upon a time, in a [a_place] far, far away, there lived a [an_adjective] boy named [a_person]. [a_person] was a curious and adventurous young lad, but one day, he made a fateful decision to try [a_verb] tobacco. Little did he know, this decision would lead to a lifetime of addiction and health problems. Despite the warnings from his family and friends, [a_person] couldn't kick the habit, and his story serves as a cautionary tale for all who are tempted by the dangers of tobacco.",false,true,false,0.70,1.00,2025-02-28 13:18:13.82961+00,2025-02-28 13:18:13.82961+00
5291,,The Horrifying Tale of the Vape,"The horrifying tale of the vape ","Once upon a time, in a [place_] far, far away, there lived a [adjective_] [noun_]. This [noun_] was known for [verb_ing] through the forest, leaving a trail of [noun_plural_] in its wake. The villagers were terrified of the [adjective_] [noun_], and they begged the [occupation_] to come up with a plan to stop it. One day, the [occupation_] came up with a brilliant idea to [verb] the [noun_]. They set a trap using [noun_plural_] and were finally able to capture the [adjective_] [noun_]. From that day on, the villagers were able to live in peace, free from the terror of the [adjective_] [noun_].",false,true,false,0.70,1.00,2025-02-28 13:23:53.550202+00,2025-02-28 13:23:53.550202+00
5292,,The Horrifying Tale of the Student Who Vaped,The horrifying tale of the student who vaped,"Once upon a time, there was a [adjective] student named [name]. [He_she] thought it would be cool to vape in the school bathroom. Little did [he_she] know, the principal was lurking nearby. As [name] exhaled a huge cloud of vapor, [he_she] was caught red-handed. The principal gave [him_her] a stern lecture and a detention for [his_her] reckless behavior.",false,true,false,0.70,1.00,2025-02-28 13:24:16.950063+00,2025-02-28 13:24:16.950063+00
5293,,Dinosaur Zoo,"Dinosaur zoo ",Today I went to the [adjective] dinosaur zoo with my [noun]. We saw a huge [adjective] T-Rex and a tiny [animal] in the petting zoo. The [adjective] dinosaurs were very [adverb] and made loud [plural noun]! I can't wait to go back and visit the [adjective] dinosaurs again.,false,true,false,0.70,1.00,2025-02-28 13:44:23.346077+00,2025-02-28 13:44:23.346077+00
5294,,The Mysterious Conspiracy,"conspiracy theory ","Have you ever heard the conspiracy theory about the government hiding [a_secret]? Some people believe that [the_government] is hiding the truth about [a_mysterious_event] that happened years ago. They think that [a_group] is behind it all, and that [a_secret_organization] is pulling the strings. It's a wild theory, but some people are convinced it's true.",false,true,false,0.70,1.00,2025-02-28 13:45:08.636295+00,2025-02-28 13:45:08.636295+00
5295,,Dark Humour,Dark humour,"Today, I went to the [adjective] [noun] and saw a [adjective] [noun] [verb] a [adjective] [noun]. I couldn't help but [verb] out loud. It was so [adjective].",false,false,false,0.70,1.00,2025-02-28 13:47:08.204011+00,2025-02-28 13:47:08.204011+00
5296,,Swimming at the Beach,Swimming at the beach,"Yesterday, I went to the beach for a day of fun in the sun. I packed my [adjective] beach bag with a [noun] and some [plural_noun]. When I arrived, I couldn't wait to jump into the [body_of_water]. The water was so [adjective], and I spent hours [verb_ing] and [verb_ing] in the waves. After swimming, I relaxed on the [noun] and enjoyed the [adjective] weather.",false,true,false,0.70,1.00,2025-02-28 13:49:11.83951+00,2025-02-28 13:49:11.83951+00
5297,,Middle School Class,Middle School Class,"Today in [adjective] science class, we learned about the [noun] cycle. Our teacher, Mrs. [last_name], explained how the [adjective] process works in nature. Then, she assigned us a [adjective] project to create a [noun] model of the cycle. I can't wait to get started on it!",false,true,false,0.70,1.00,2025-02-28 13:55:13.72811+00,2025-02-28 13:55:13.72811+00
5298,,The Basketball Parade,The Basketball Parade,"Today was the annual [adjective] basketball parade in [city]. The streets were filled with excited fans wearing their team's [noun_plural] and waving [adjective] foam fingers. The parade featured larger-than-life [noun_plural] and marching bands playing [adjective] music. The highlight of the parade was when the [noun] players rode through the streets on a float, tossing [noun_plural] to the crowd.",false,true,false,0.70,1.00,2025-02-28 14:03:13.702993+00,2025-02-28 14:03:13.702993+00
5299,,Stalker Soccer,Stalker Soccer,"My [adjective] friend and I went to a [adjective] soccer game last night. We were so excited to see our favorite team play. As we were walking to the stadium, we noticed a [noun] following us. It was really creepy. We tried to lose him in the crowd, but he kept [verb_ending_in_ing] behind us. Eventually, we had to find security to help us. It was definitely a strange and unsettling experience.",false,true,false,0.70,1.00,2025-02-28 14:08:52.802548+00,2025-02-28 14:08:52.802548+00
5300,,Lost in a dream,Lost in a dream,"I was [verb_ing] through a [adjective] forest when I stumbled upon a [noun]. It was the most [adjective] thing I had ever seen. Suddenly, a [adjective] [noun] appeared and started [verb_ing] towards me. I tried to [verb] away, but I couldn't move. I was trapped in this [adjective] dream.",false,true,false,0.70,1.00,2025-02-28 14:32:54.324106+00,2025-02-28 14:32:54.324106+00
5301,,Lost in a Dream World,Lost in a dream world,"I was [verb_ing] through a [adjective] forest when I stumbled upon a [noun]. As I reached out to touch it, I suddenly found myself [adverb] falling through the ground and into a [adjective] world. The sky was a [color] hue and the trees were made of [plural_noun]. I felt both [emotion] and [emotion] as I explored this [adjective] place, unsure of how to [verb] back home.",false,true,false,0.70,1.00,2025-02-28 14:33:43.418052+00,2025-02-28 14:33:43.418052+00
5302,,X-Rated Mad Lib,x-rated,"I was walking down the street when I saw a [color] [animal] wearing a [adjective] hat. I couldn't believe my [body_part]! Then, out of nowhere, a [adjective] [noun] jumped out and started [verb_ing] at me. I quickly ran away as fast as I could, feeling [emotion].",false,false,false,0.70,1.00,2025-02-28 14:34:04.725177+00,2025-02-28 14:34:04.725177+00
5303,,A Day at School,day at school,"Today at [school_activity], I [verb] my [adjective] [noun] in [class_subject]. After that, I [adverb] [verb] to my [adjective] [noun] and [verb] my [noun]. It was a [adjective] day!",false,true,false,0.70,1.00,2025-02-28 14:52:58.381408+00,2025-02-28 14:52:58.381408+00
5304,,Lost in the Forest,Lost in the forest,"Once upon a time, I was [verb_present_tense] through the forest when I stumbled upon a [adjective] [noun]. As I [verb_past_tense] closer to investigate, I heard a [sound] coming from behind a [noun]. I cautiously approached and discovered a [adjective] [animal] [verb_present_tense] in distress. I quickly [verb_past_tense] to help and [adverb] [verb_past_tense] the [animal] to safety.",false,true,false,0.70,1.00,2025-02-28 15:10:52.286074+00,2025-02-28 15:10:52.286074+00
5305,,Suspension at School,Suspension at School,"One day at [school_name], [name] got caught [verb_ending_in_ing] in the hallway. The principal was furious and [verb_past_tense] [name] to the office. When [name] arrived, the principal gave a stern lecture about [adjective] behavior. As punishment, [name] was given a three-day [noun] and had to write a letter of apology to the [noun_plural].",false,true,false,0.70,1.00,2025-02-28 15:16:45.385341+00,2025-02-28 15:16:45.385341+00
5306,,Last Day of Work Mad Lib,Last day of work,"Today was my last day of work at [company_name]. I felt [emotion] as I said goodbye to my coworkers. They gave me a [adjective] card and a [noun] as a farewell gift. I will miss working with them, but I am excited for the new opportunities that lie ahead.",false,true,false,0.70,1.00,2025-02-28 15:17:02.28668+00,2025-02-28 15:17:02.28668+00
5307,,Pooping in the House,Pooping in the house,"One day, I was [verb_ing] in the house, when suddenly I heard a loud [noun] in the distance. I quickly ran to the [noun] to investigate, and saw my [adjective] [noun] sitting on the floor, looking guilty. It turns out, my [adjective] [noun] had [verb_ed] in the house because it couldn't hold it any longer!",false,true,false,0.70,1.00,2025-02-28 15:19:32.417562+00,2025-02-28 15:19:32.417562+00
5308,,Dolphin and a Dog,Dolphin and a dog,"One day, a [adjective] dog was playing by the [noun] when suddenly a [adjective] dolphin jumped out of the water. The dog was [emotion] and started barking at the dolphin. The dolphin swam around the dog, [verb] its tail in excitement.",false,true,false,0.70,1.00,2025-02-28 15:23:58.977935+00,2025-02-28 15:23:58.977935+00
